"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","Department","salary","left"
"11965.2",0.82,0.8,5,205,3,0,0,3,2,"0"
"10878",0.52,0.98,5,217,2,1,0,10,2,"0"
"13714.1",0.6,0.52,3,183,2,0,0,9,2,"0"
"9715",0.73,0.68,4,227,3,0,0,8,2,"0"
"8822.2",0.93,0.53,3,257,2,1,0,10,2,"0"
"2967.2",0.73,0.86,4,196,4,1,0,3,2,"0"
"4893.1",0.38,0.54,2,112,3,0,0,5,3,"0"
"5281",0.53,0.81,5,135,2,0,0,8,3,"0"
"12889.3",0.52,0.37,2,118,2,0,0,6,1,"0"
"11702.2",0.53,0.73,3,163,3,1,0,3,2,"0"
"11023.1",0.96,0.89,3,142,4,0,0,8,3,"0"
"7108",0.99,0.79,3,271,4,0,0,5,1,"0"
"7047.5",0.43,0.86,5,125,3,1,0,8,2,"0"
"6113",0.14,0.95,4,144,5,0,0,5,2,"0"
"9223.1",0.92,0.94,3,234,2,1,0,3,3,"0"
"9891.2",0.56,0.57,5,274,3,0,0,10,3,"0"
"8781.3",0.83,0.78,5,240,3,0,0,1,1,"0"
"11281",0.96,0.71,3,205,8,1,0,4,3,"0"
"5902.1",0.88,0.59,2,144,3,0,0,8,3,"0"
"10811.1",0.68,0.76,3,260,4,0,0,9,2,"0"
"5330.1",0.81,0.59,2,236,3,0,0,3,3,"0"
"10614",0.9,0.81,4,175,3,0,0,4,3,"0"
"11740.1",0.9,0.58,3,244,8,0,0,8,2,"0"
"3707.1",0.65,0.55,4,250,2,0,0,10,2,"0"
"10725.1",0.82,0.62,3,152,6,0,0,10,2,"0"
"13559.2",0.69,0.72,4,185,10,1,0,4,1,"0"
"5293.3",1,0.39,2,210,5,0,0,8,2,"0"
"3765",0.8,0.68,4,157,3,0,0,8,3,"0"
"14066",0.7,0.93,3,250,3,0,0,5,2,"0"
"10844.2",0.95,0.62,4,150,2,0,0,4,2,"0"
"9973",0.59,0.59,4,244,3,0,0,9,3,"0"
"10591.3",0.56,0.83,3,236,3,1,0,10,3,"0"
"7560.2",0.52,0.7,3,257,3,0,0,9,2,"0"
"13775.3",0.65,0.54,4,147,10,0,0,8,2,"0"
"7593.3",0.71,0.65,4,239,3,0,0,10,2,"0"
"7646.1",0.59,0.86,4,260,2,0,0,8,3,"0"
"7382",0.71,0.56,3,177,4,0,0,9,1,"0"
"6622.1",0.92,0.83,5,270,3,0,0,10,2,"0"
"6069.1",0.94,0.97,2,221,2,0,0,10,3,"0"
"3362.3",0.99,0.7,5,195,3,0,0,9,2,"0"
"13052.3",0.63,0.64,3,180,3,0,0,1,2,"0"
"5569",0.71,0.85,4,157,2,0,0,7,2,"0"
"9720.1",0.66,0.96,3,175,2,0,0,8,2,"0"
"5152.2",0.57,0.56,2,159,3,0,0,10,1,"0"
"7915.3",0.92,0.79,3,243,4,0,0,9,3,"0"
"7428",0.86,0.63,3,271,2,0,0,8,2,"0"
"2045",0.98,0.97,3,196,3,0,0,4,2,"0"
"3889.1",0.98,0.66,3,199,3,0,0,7,3,"0"
"9000.1",0.85,0.91,3,244,3,0,0,6,3,"0"
"7737.1",0.82,0.65,4,168,3,0,0,1,2,"0"
"5051",0.74,0.8,4,241,2,0,0,8,3,"0"
"12787.1",0.59,0.73,2,230,3,0,0,10,2,"0"
"8298",0.7,0.87,3,158,2,0,0,9,3,"0"
"11612.3",0.65,0.52,2,117,10,1,0,9,2,"0"
"8047",0.93,0.53,3,217,3,0,0,2,2,"0"
"7394.2",0.59,0.8,3,258,3,1,0,3,2,"0"
"11291",0.18,0.61,5,174,6,0,0,8,3,"0"
"9622",0.46,0.4,3,145,2,0,0,9,3,"0"
"6664",0.81,0.96,3,226,3,0,0,8,2,"0"
"13962.1",0.39,0.45,3,100,8,1,0,6,3,"0"
"4430.2",0.76,0.57,5,139,4,0,0,8,3,"0"
"5351.2",0.45,0.72,4,149,3,0,0,5,2,"0"
"6789.1",0.96,0.82,5,164,2,0,0,7,3,"0"
"11979",0.61,0.68,3,193,2,0,0,5,3,"0"
"7219",0.55,0.65,5,138,2,0,0,10,3,"0"
"2023",0.75,0.7,4,144,4,0,0,10,1,"0"
"2875",0.54,0.95,3,221,3,0,0,9,3,"0"
"4283.1",0.89,0.55,5,194,4,0,0,5,3,"0"
"4155.2",0.98,0.66,3,150,3,0,0,2,3,"0"
"10600.2",0.97,0.52,4,207,3,0,0,6,2,"0"
"7735.1",0.34,0.78,5,137,4,0,0,8,2,"0"
"8728.1",0.9,0.55,3,260,3,0,0,8,3,"0"
"11228",0.48,0.93,3,150,10,0,0,10,2,"0"
"10938.2",0.92,0.6,5,236,3,1,1,8,3,"0"
"5994",0.42,0.37,2,284,3,0,0,10,1,"0"
"9918.1",0.63,0.63,5,252,2,0,0,6,2,"0"
"8297",0.96,0.7,3,227,2,0,0,9,3,"0"
"6517.2",0.69,0.67,4,274,4,0,0,1,3,"0"
"5386.2",0.62,0.66,5,165,3,0,0,10,2,"0"
"11069",0.12,0.49,4,191,5,0,0,3,2,"0"
"6658.2",0.65,0.56,3,142,3,0,0,8,2,"0"
"8365",0.84,0.65,3,134,3,0,0,10,3,"0"
"4115",0.19,0.95,5,193,3,0,0,6,3,"0"
"12880",0.65,0.88,4,173,3,0,0,4,3,"0"
"5426.3",0.5,0.51,3,169,4,0,0,5,2,"0"
"13560.1",0.14,0.76,4,142,10,0,0,4,1,"0"
"10256",0.7,0.49,4,173,3,0,0,8,3,"0"
"5386.3",0.62,0.66,5,165,3,0,0,10,2,"0"
"5494.1",0.89,0.39,6,190,3,1,0,7,3,"0"
"5361.3",0.74,0.97,3,239,4,1,0,8,3,"0"
"5936.3",0.87,0.57,4,231,4,0,0,10,3,"0"
"3854.2",0.74,0.77,3,233,3,0,0,10,2,"0"
"14154.1",0.88,0.74,3,273,10,0,0,8,3,"0"
"9987.2",0.55,0.84,4,200,4,0,0,3,2,"0"
"9740.2",0.85,0.9,5,247,2,0,0,10,3,"0"
"7328.3",0.61,0.78,4,244,4,0,0,7,3,"0"
"2973",0.22,0.8,4,287,4,0,0,7,2,"0"
"7371.1",0.84,0.52,5,171,3,0,0,10,3,"0"
"2338",0.57,0.48,4,161,3,0,0,9,3,"0"
"4454.1",0.41,0.86,6,215,5,0,0,8,2,"0"
"4209.1",0.96,0.84,4,272,4,1,0,8,3,"0"
"2833.1",0.54,0.78,4,176,2,0,0,5,3,"0"
"13451.2",0.82,0.85,3,214,2,0,0,9,1,"0"
"8040",0.56,0.84,4,143,4,0,0,8,3,"0"
"8235.2",0.94,0.8,5,245,3,1,0,6,3,"0"
"13700.1",0.7,0.53,3,215,7,1,0,10,3,"0"
"7146.1",0.53,0.51,6,272,5,0,0,10,3,"0"
"8539.2",0.99,0.55,3,197,2,0,0,3,3,"0"
"9469.1",0.84,0.54,5,186,2,0,0,10,3,"0"
"2104.2",0.19,0.58,5,182,2,0,0,10,3,"0"
"3523.1",0.74,0.89,3,160,2,0,0,8,2,"0"
"13182.2",0.48,0.61,3,251,3,0,0,9,3,"0"
"6222.2",0.91,0.76,3,197,3,0,0,10,3,"0"
"8344",0.99,0.54,3,199,2,0,0,8,3,"0"
"5140.1",0.58,0.75,4,255,3,0,0,8,3,"0"
"7445.2",0.91,0.77,4,239,2,0,0,10,3,"0"
"2525.2",0.65,0.67,5,128,5,0,0,5,3,"0"
"5874.3",0.8,0.81,4,194,3,1,0,7,2,"0"
"6623.1",0.79,0.66,3,183,3,0,0,4,1,"0"
"8800.2",0.92,0.95,6,239,4,0,0,8,3,"0"
"7428.1",0.86,0.63,3,271,2,0,0,8,2,"0"
"3942.1",0.9,0.6,4,252,3,0,0,9,2,"0"
"13057",0.77,0.91,4,161,3,0,0,5,2,"0"
"5580",0.51,0.75,3,234,2,1,0,5,3,"0"
"5360",0.84,0.59,3,234,2,0,0,8,3,"0"
"10254.3",0.75,0.72,5,174,3,0,0,8,3,"0"
"10988",0.54,0.73,3,157,3,0,0,7,2,"0"
"3496.1",0.66,0.87,3,186,2,0,0,3,3,"0"
"10337.4",0.85,0.69,5,273,3,1,0,2,2,"0"
"2877",0.66,0.65,5,161,3,0,0,9,3,"0"
"4669.1",0.53,0.9,3,210,3,0,0,8,3,"0"
"3645.2",0.73,0.96,2,151,3,0,0,10,3,"0"
"10414",0.61,0.76,4,135,2,0,0,2,2,"0"
"3511.3",0.85,0.85,4,258,2,0,0,5,2,"0"
"3583.1",0.62,0.91,3,133,3,0,0,7,3,"0"
"3496.2",0.66,0.87,3,186,2,0,0,3,3,"0"
"6046",0.24,0.57,5,232,3,0,0,8,3,"0"
"9629.1",0.87,0.67,5,143,3,0,0,8,3,"0"
"10881.2",0.65,0.67,3,240,2,1,0,10,2,"0"
"10816",0.83,0.73,4,247,2,0,0,9,3,"0"
"12885",0.63,0.72,6,163,4,0,0,3,1,"0"
"8262.2",0.6,0.61,3,195,3,0,0,8,3,"0"
"6107.2",0.61,0.52,4,171,2,0,0,5,2,"0"
"11605.3",0.5,0.49,4,222,3,0,0,4,1,"0"
"7412.1",0.51,0.6,4,140,3,0,0,5,3,"0"
"14065",0.71,0.63,3,204,3,0,0,5,2,"0"
"13983.3",0.65,0.4,5,125,4,0,0,8,2,"0"
"12857.1",0.78,0.52,5,192,3,1,0,10,2,"0"
"5288.3",0.71,0.58,3,194,4,0,0,8,2,"0"
"11693",0.66,0.89,4,173,4,0,0,9,2,"0"
"13086.2",0.91,0.94,5,159,3,0,0,10,2,"0"
"13696.1",0.78,0.65,3,139,3,0,0,5,1,"0"
"4796",0.55,0.81,5,251,3,0,0,3,2,"0"
"5652.2",0.15,0.76,4,255,6,0,0,1,2,"0"
"5309.2",0.81,0.92,5,255,4,1,0,10,2,"0"
"5316.3",0.88,0.98,3,152,3,0,0,9,3,"0"
"9441.2",0.57,0.49,2,237,2,0,0,9,2,"0"
"3632",0.39,0.48,3,190,2,0,0,10,2,"0"
"6298",0.82,0.6,5,232,2,0,0,10,3,"0"
"3894.1",0.67,0.95,4,241,4,0,0,1,3,"0"
"14196.1",0.52,0.61,4,187,4,1,0,8,3,"0"
"9205",0.44,0.38,4,128,2,0,0,9,2,"0"
"11451.1",0.74,0.63,3,180,3,0,0,4,1,"0"
"5317.2",0.65,0.86,4,256,2,0,0,9,3,"0"
"14149.2",0.82,0.74,3,229,7,0,1,4,1,"0"
"4303.2",0.66,1,5,145,2,0,0,8,2,"0"
"3146.1",0.78,0.68,5,189,3,0,0,8,3,"0"
"2531.1",0.49,0.8,2,275,2,0,0,8,2,"0"
"5145.1",0.4,0.85,4,198,2,0,0,2,2,"0"
"6784.2",0.98,0.39,5,158,4,1,0,6,3,"0"
"10296",0.67,0.74,3,226,3,0,0,6,2,"0"
"11193.1",0.91,0.6,4,235,4,1,0,5,2,"0"
"5661.1",0.75,0.52,3,260,3,1,0,8,2,"0"
"3665.3",0.55,0.82,3,248,2,0,0,1,1,"0"
"10205.1",0.57,0.62,5,263,2,0,0,9,3,"0"
"13689.1",0.32,0.47,3,143,4,0,0,3,3,"0"
"6903.3",0.88,0.88,3,220,4,0,0,2,3,"0"
"8983.1",0.47,0.44,5,255,5,1,0,9,2,"0"
"9050",0.62,0.68,3,226,3,0,0,10,3,"0"
"9516",0.54,0.46,2,98,4,0,0,9,2,"0"
"11107.2",0.68,0.65,3,173,3,1,0,5,1,"0"
"7163",0.99,0.71,3,191,3,0,0,3,2,"0"
"3542",0.79,0.91,3,226,2,0,0,2,2,"0"
"10936.1",0.8,0.94,4,271,4,0,1,8,3,"0"
"12814",0.59,0.74,3,240,3,0,0,3,2,"0"
"3974.4",0.94,0.8,4,238,3,1,0,4,3,"0"
"10804.1",0.5,0.75,3,204,2,0,0,10,1,"0"
"2014.2",0.73,0.62,3,218,3,0,0,1,3,"0"
"8312",0.7,0.6,3,187,2,0,0,6,1,"0"
"4285.2",0.41,0.61,3,185,2,1,0,8,3,"0"
"4984.1",0.14,0.73,5,266,6,0,0,8,2,"0"
"7141.1",0.72,0.48,3,155,2,0,0,10,3,"0"
"10164",0.9,0.59,3,247,2,0,0,8,3,"0"
"6068.2",0.66,0.61,3,156,3,1,0,10,3,"0"
"8196.1",0.56,0.98,3,251,3,1,0,1,3,"0"
"6296",0.63,0.53,4,243,2,0,0,10,2,"0"
"8043.1",0.82,0.59,3,155,3,0,0,1,3,"0"
"13009.1",0.73,0.86,3,200,4,0,0,10,3,"0"
"11523.1",0.5,0.92,4,266,7,0,0,6,3,"0"
"14029.3",0.68,0.79,4,184,3,0,0,5,2,"0"
"5846.1",0.92,0.96,5,174,3,1,0,10,2,"0"
"5110",0.62,0.99,4,171,3,0,0,7,3,"0"
"4463.2",0.65,0.86,4,269,2,1,0,2,3,"0"
"13677.2",0.55,0.64,3,178,2,0,1,8,2,"0"
"7163.1",0.99,0.71,3,191,3,0,0,3,2,"0"
"11199.2",0.56,0.87,3,146,10,0,0,8,2,"0"
"9577.1",0.24,0.58,3,184,5,1,0,10,3,"0"
"9440.1",0.54,0.71,2,194,2,0,0,9,2,"0"
"11462.3",0.57,0.85,4,250,3,1,1,5,2,"0"
"2396",0.77,0.49,4,266,2,0,0,2,2,"0"
"5551.1",0.38,0.77,3,173,5,0,0,9,3,"0"
"3858.2",0.71,0.68,4,221,4,0,0,10,3,"0"
"8667.1",0.87,0.77,4,261,3,0,0,10,2,"0"
"5080.2",0.86,0.53,4,244,3,0,0,10,3,"0"
"11150.1",0.28,0.44,4,170,2,0,0,9,2,"0"
"13160.2",0.76,0.79,5,187,4,0,0,2,3,"0"
"7649.3",0.53,0.87,5,158,3,0,0,8,3,"0"
"9195",0.7,0.77,4,266,2,0,0,10,2,"0"
"10317.1",0.67,0.9,5,171,3,0,0,8,3,"0"
"3768.1",0.92,0.85,3,155,2,0,0,1,3,"0"
"5100",0.75,0.76,5,175,4,0,0,3,2,"0"
"8285",0.64,0.94,3,150,2,0,0,10,3,"0"
"3752.1",0.93,0.86,4,169,4,0,0,8,2,"0"
"13275",0.8,0.86,3,203,3,0,0,9,3,"0"
"4071",0.53,0.75,3,232,3,0,0,8,2,"0"
"10289.2",0.88,0.59,4,227,3,0,0,4,3,"0"
"10924",0.56,0.81,4,188,3,1,0,5,2,"0"
"2925.2",0.69,0.55,5,242,2,0,0,8,3,"0"
"13854.1",0.69,0.65,3,153,2,0,0,5,3,"0"
"8240",0.97,0.88,5,173,3,0,0,7,2,"0"
"2717.3",0.6,0.87,4,227,3,1,0,10,3,"0"
"5422.2",0.97,0.91,3,246,2,0,0,1,2,"0"
"8304",0.91,0.48,3,224,3,0,0,10,3,"0"
"8441.1",0.55,0.49,5,240,3,0,0,10,1,"0"
"13936.1",0.73,0.48,3,211,7,0,0,8,3,"0"
"2246.1",0.53,0.75,6,192,6,0,0,2,3,"0"
"7904.1",0.6,0.85,2,226,2,1,0,10,3,"0"
"5473.1",0.19,0.64,5,181,4,1,0,9,3,"0"
"13015.1",0.5,0.75,3,204,2,0,0,10,1,"0"
"9705",0.87,0.79,3,244,3,0,0,8,1,"0"
"4379.1",0.85,0.55,2,207,6,0,0,8,2,"0"
"2938.1",0.91,0.7,4,196,2,0,0,10,2,"0"
"9624.1",0.57,0.64,4,151,2,0,0,4,3,"0"
"8445.3",0.66,0.68,4,269,3,1,0,9,2,"0"
"3646",0.8,0.64,4,246,3,1,0,10,3,"0"
"14172.1",0.82,0.67,3,198,3,1,0,6,2,"0"
"5112",0.52,1,4,148,3,0,0,7,3,"0"
"2325.2",0.89,0.84,2,252,3,0,0,10,3,"0"
"13307.1",0.87,0.92,4,263,3,0,0,4,3,"0"
"3191.4",0.55,0.63,4,218,2,0,0,4,3,"0"
"6284",0.92,0.77,3,236,3,0,0,8,3,"0"
"11544.3",0.96,0.48,4,198,7,0,0,8,3,"0"
"12886.1",0.72,0.79,3,221,3,0,0,6,1,"0"
"9392.1",0.62,0.63,5,153,6,0,0,10,3,"0"
"2282.2",0.18,0.94,3,187,6,1,0,6,2,"0"
"11166",0.54,0.68,6,249,5,0,0,6,3,"0"
"9933",0.17,0.89,5,261,5,0,0,5,3,"0"
"10953",0.19,0.94,4,196,5,0,0,10,2,"0"
"11036.1",0.48,1,4,261,3,0,0,1,2,"0"
"7247",0.71,0.63,3,249,3,0,0,3,2,"0"
"2931.1",0.93,0.86,4,219,3,0,0,1,2,"0"
"10207.1",0.64,0.9,6,143,5,0,0,9,1,"0"
"9530.1",0.51,0.88,5,225,2,1,0,3,2,"0"
"10855",0.59,0.72,3,182,3,0,0,8,3,"0"
"7614.3",0.85,0.74,3,157,3,0,0,10,3,"0"
"6642",0.98,0.38,4,140,6,0,0,1,3,"0"
"3522",0.79,0.67,4,267,3,0,0,8,2,"0"
"7146.2",0.53,0.51,6,272,5,0,0,10,3,"0"
"3474.2",0.13,0.91,4,175,5,0,0,10,2,"0"
"5417.1",0.18,0.93,3,245,4,1,0,7,2,"0"
"10849.4",0.83,0.86,4,98,4,0,0,8,2,"0"
"11887.2",0.86,0.62,4,186,3,0,0,6,2,"0"
"7257.1",0.93,0.87,4,218,4,0,0,10,3,"0"
"4489.1",0.62,0.97,4,266,3,0,0,4,2,"0"
"10787.1",0.94,0.88,4,262,2,0,0,8,3,"0"
"3016.2",0.91,0.76,3,116,5,0,0,10,2,"0"
"11494",0.51,0.64,3,203,3,0,0,8,2,"0"
"9114.2",0.82,0.57,2,158,3,1,0,2,3,"0"
"7454.2",0.95,0.76,4,220,3,0,0,9,3,"0"
"8380.1",0.69,0.61,2,141,3,0,0,10,3,"0"
"9322",0.72,0.7,4,217,3,0,0,8,2,"0"
"11855.2",0.7,0.93,3,250,3,0,0,5,2,"0"
"11077.2",0.59,0.48,3,197,3,0,0,6,3,"0"
"13916.1",0.94,0.67,4,191,3,1,0,6,1,"0"
"13166",0.16,0.94,4,261,6,0,0,10,2,"0"
"4368",0.83,0.53,3,211,4,1,0,8,2,"0"
"5352",0.76,0.97,3,271,3,0,0,8,2,"0"
"8588.1",0.94,0.84,5,203,3,0,0,10,2,"0"
"6492",0.81,0.77,3,204,3,0,0,4,1,"0"
"7440",0.96,0.61,4,158,6,0,0,10,3,"0"
"8595",0.91,0.61,3,262,3,0,0,10,2,"0"
"13531.2",0.78,0.77,3,244,2,0,0,10,3,"0"
"2972",0.86,0.69,5,157,3,0,0,3,2,"0"
"9063",0.84,0.5,3,227,2,0,0,9,2,"0"
"3214.1",0.98,0.88,5,232,3,0,0,5,2,"0"
"5245.1",0.54,0.5,4,146,2,0,0,9,3,"0"
"6759.2",0.64,0.41,3,231,6,0,0,10,3,"0"
"7876.1",0.86,0.59,4,165,3,0,0,8,3,"0"
"5620",0.7,0.88,4,191,3,1,0,9,2,"0"
"2105.2",0.17,0.73,5,258,4,0,0,10,3,"0"
"3738.3",0.16,0.86,2,215,2,0,0,7,3,"0"
"11470.1",0.91,0.8,5,169,4,0,0,8,2,"0"
"6545.2",0.79,0.36,3,114,3,0,0,10,1,"0"
"12865.1",0.94,0.99,2,273,4,0,0,10,2,"0"
"10508.2",0.54,0.76,2,166,4,0,0,9,3,"0"
"8001.1",0.72,0.9,3,193,3,0,0,3,3,"0"
"9483.5",0.63,0.88,4,260,2,0,0,8,2,"0"
"8907",0.87,0.65,3,212,3,1,0,9,2,"0"
"11020.3",0.78,0.96,2,285,3,0,0,8,1,"0"
"4230",0.74,0.94,3,132,3,0,0,1,3,"0"
"10094",0.8,0.87,5,251,3,0,0,8,3,"0"
"3490.3",0.86,0.93,2,260,2,0,0,9,2,"0"
"13645",0.75,0.89,6,250,2,0,0,5,3,"0"
"6450.1",0.88,0.99,3,190,5,0,0,10,1,"0"
"11743",0.92,0.61,4,143,8,0,0,8,2,"0"
"13773",0.73,0.56,3,245,8,0,0,8,3,"0"
"2580",0.76,0.51,4,281,3,0,0,3,2,"0"
"8496",0.95,0.62,4,255,2,0,0,8,3,"0"
"3636",0.61,0.78,3,238,2,0,0,9,3,"0"
"8492",0.15,0.66,5,160,4,1,0,8,3,"0"
"3932.1",0.17,0.61,3,241,5,1,0,10,2,"0"
"14047.1",0.16,0.93,6,218,6,1,0,6,1,"0"
"13942",0.91,0.58,3,220,7,0,1,8,2,"0"
"7639",0.69,0.36,5,269,6,1,0,5,3,"0"
"12941.1",0.68,0.78,5,233,3,0,0,10,1,"0"
"5620.1",0.7,0.88,4,191,3,1,0,9,2,"0"
"8701",0.62,0.68,3,253,5,1,0,7,2,"0"
"7599.2",0.72,0.73,5,184,4,1,0,10,2,"0"
"10761",0.59,0.97,3,257,3,0,0,5,2,"0"
"5531.1",0.7,0.54,3,198,3,1,1,2,2,"0"
"11329",0.5,0.52,2,178,2,0,0,9,3,"0"
"11309.2",0.83,0.93,3,247,2,0,0,2,2,"0"
"4615.2",0.84,0.55,3,135,3,0,0,2,3,"0"
"2254.1",0.22,0.52,6,175,4,0,0,10,3,"0"
"11043",0.97,0.89,4,208,2,1,0,10,2,"0"
"8457.1",0.49,0.65,3,168,4,0,0,10,3,"0"
"4180.2",0.95,0.58,3,163,3,0,0,10,3,"0"
"3339.1",0.56,0.95,3,241,3,0,0,9,3,"0"
"10824.4",0.7,0.87,3,166,2,0,0,3,3,"0"
"13164",0.19,0.94,4,196,5,0,0,10,2,"0"
"3233",0.9,0.96,3,223,4,0,0,8,1,"0"
"7794.1",0.89,0.73,3,274,2,0,0,8,3,"0"
"4439",0.72,0.72,3,217,2,0,0,8,3,"0"
"5873",0.85,0.74,5,170,4,0,0,3,2,"0"
"11072",0.97,0.5,3,216,3,0,0,3,2,"0"
"6868.3",0.81,0.8,3,183,2,1,0,7,3,"0"
"3342.2",0.64,0.95,3,218,2,0,0,10,3,"0"
"3079",0.93,0.59,5,172,3,0,0,8,3,"0"
"4682",0.65,0.89,4,240,3,0,0,8,2,"0"
"7466.1",0.83,0.81,4,209,4,0,0,3,3,"0"
"14096",0.61,0.49,3,275,2,0,0,6,2,"0"
"10717.1",0.98,0.91,3,165,2,1,0,2,3,"0"
"9859",0.6,0.73,2,180,2,0,0,8,1,"0"
"8454.1",0.18,0.76,5,173,4,0,0,9,3,"0"
"4882.2",0.16,0.96,6,211,6,1,0,7,2,"0"
"6081.1",0.31,0.61,4,97,2,0,0,9,2,"0"
"6486.1",0.63,1,5,241,4,0,0,7,3,"0"
"11735.1",0.53,0.59,4,259,3,0,0,8,2,"0"
"7322",0.74,0.73,3,267,3,0,0,6,2,"0"
"2386.2",0.9,0.67,3,179,2,0,0,8,2,"0"
"11200",0.84,0.85,4,207,10,0,0,8,2,"0"
"5886",0.96,0.87,5,202,2,0,0,5,2,"0"
"10474",0.64,0.72,4,152,3,1,0,8,3,"0"
"10478",0.91,0.52,3,178,3,0,0,8,3,"0"
"8565.2",0.99,0.64,4,135,2,1,0,8,2,"0"
"2307.3",0.8,0.98,2,232,6,1,0,8,2,"0"
"5863.2",0.33,0.69,3,125,3,0,0,4,3,"0"
"10590.1",0.59,0.88,3,159,2,0,0,10,3,"0"
"5461",0.56,0.75,2,264,2,0,0,10,2,"0"
"5101",0.76,0.44,3,121,4,0,0,3,2,"0"
"2413",0.67,0.5,4,173,2,1,0,9,1,"0"
"11933",0.82,0.84,3,194,3,0,0,6,2,"0"
"2477",0.58,0.77,4,196,2,1,0,10,2,"0"
"8561.1",0.64,0.78,5,156,5,1,0,8,2,"0"
"8785.1",0.78,0.6,2,206,2,0,0,5,2,"0"
"12916.2",0.54,0.41,3,175,3,0,0,8,3,"0"
"10194",0.87,0.92,2,248,3,0,0,10,2,"0"
"11500.1",0.65,0.77,4,205,3,0,0,8,2,"0"
"2017",0.9,0.66,3,231,3,0,0,2,3,"0"
"11760.1",0.74,0.98,3,166,3,1,1,4,1,"0"
"11769.1",0.8,0.84,4,242,2,1,0,5,2,"0"
"4820.1",0.8,0.91,3,202,2,0,0,8,3,"0"
"2911.2",0.59,0.81,6,123,5,0,0,8,3,"0"
"4697.2",0.85,0.88,3,235,2,0,0,10,3,"0"
"13684.1",0.73,0.54,4,167,3,0,0,3,3,"0"
"13777.2",0.96,0.97,6,137,10,0,0,8,2,"0"
"13250.1",0.61,0.52,3,224,3,0,0,2,2,"0"
"2285",0.67,0.54,2,136,2,0,0,7,3,"0"
"8529",0.98,0.62,5,260,2,1,0,9,2,"0"
"9511.1",0.94,0.77,3,201,3,0,0,9,2,"0"
"4796.1",0.55,0.81,5,251,3,0,0,3,2,"0"
"9878.1",0.71,0.68,4,208,2,0,0,1,1,"0"
"7238.1",0.65,1,4,195,3,0,0,3,2,"0"
"3850.1",0.65,0.55,5,261,3,1,0,10,3,"0"
"9779.3",0.34,0.46,5,131,3,0,0,5,3,"0"
"6513.2",0.23,0.74,5,219,4,0,0,8,3,"0"
"2894.1",0.72,0.58,4,149,3,0,0,6,2,"0"
"13240",0.86,0.87,5,171,2,0,0,8,2,"0"
"2576.2",0.89,0.83,5,267,4,0,0,10,2,"0"
"8486.3",0.7,0.69,5,154,2,0,0,8,2,"0"
"5305.1",0.69,0.83,4,264,3,0,0,10,2,"0"
"13659.3",0.52,0.52,4,168,3,0,0,6,3,"0"
"14052",0.5,0.9,5,226,2,0,0,4,1,"0"
"6168.2",0.5,0.59,3,260,3,0,0,3,3,"0"
"7740.1",0.61,0.95,4,191,2,0,0,2,2,"0"
"5693.2",0.79,0.6,4,161,3,0,0,10,1,"0"
"2814",0.9,0.98,4,257,3,0,0,3,2,"0"
"8900.1",0.66,0.67,3,199,2,0,0,10,2,"0"
"4705",0.56,0.76,3,134,2,0,0,9,1,"0"
"11560",0.74,0.78,4,194,8,0,0,8,3,"0"
"2959.2",0.38,0.77,2,170,3,0,0,10,1,"0"
"13910.1",0.62,0.73,3,245,4,0,0,3,2,"0"
"9711.2",0.87,0.62,4,202,3,0,0,8,1,"0"
"3249",0.76,0.62,3,150,2,1,0,10,3,"0"
"4719.2",0.92,0.9,4,249,3,0,0,3,2,"0"
"13479",0.7,0.62,3,110,3,0,0,6,2,"0"
"6513.3",0.23,0.74,5,219,4,0,0,8,3,"0"
"6016",0.51,0.54,3,154,3,1,0,3,3,"0"
"4683.2",0.87,0.49,4,149,2,0,0,8,2,"0"
"13203.2",0.73,0.68,3,121,5,0,0,7,2,"0"
"9818.1",0.56,0.59,5,254,4,0,0,9,1,"0"
"6709.1",0.79,0.97,6,113,2,1,0,6,3,"0"
"9099.1",0.96,0.52,4,228,3,0,0,8,2,"0"
"10575",0.97,0.78,3,268,3,1,0,10,2,"0"
"7114.3",0.88,0.82,3,244,3,0,0,8,2,"0"
"12875.4",0.54,0.76,4,244,2,0,0,9,3,"0"
"14068",0.81,0.92,4,268,3,0,0,8,2,"0"
"13294.1",0.74,0.73,3,156,8,0,0,4,3,"0"
"8906.2",0.91,0.79,4,254,2,0,0,9,1,"0"
"14076.1",0.77,0.55,3,217,3,0,0,9,3,"0"
"5928.2",0.72,0.39,5,111,5,0,0,9,2,"0"
"10651.1",0.59,0.69,3,162,3,0,0,10,2,"0"
"4842.2",0.68,0.83,3,133,3,0,0,2,2,"0"
"11838",0.7,0.95,3,158,2,0,0,6,3,"0"
"9231.3",0.87,0.76,5,182,3,0,0,7,3,"0"
"5473.2",0.19,0.64,5,181,4,1,0,9,3,"0"
"4496.1",0.89,0.78,4,223,3,0,0,6,2,"0"
"4198",0.67,0.66,6,152,3,0,0,7,3,"0"
"6913",0.92,0.67,4,241,3,0,0,10,1,"0"
"7455.4",0.49,0.57,4,141,3,0,0,9,3,"0"
"8925.3",0.92,0.99,4,245,4,0,0,3,3,"0"
"9717",0.8,0.74,2,205,3,1,0,8,2,"0"
"13037.1",0.73,0.93,3,249,2,0,0,3,3,"0"
"4621.5",0.85,0.6,4,257,3,0,0,10,3,"0"
"2065.1",0.86,0.91,4,147,3,0,0,10,3,"0"
